,__REALTIME_TIMESTAMP,__MONOTONIC_TIMESTAMP,Master Offset,Frequency,Path Delay
0,1595384939213303,144357253782,-463383,20296,24813
1,1595384940214432,144358254910,-463583,20096,24852
2,1595384941214901,144359255379,-819,19277,24852
3,1595384942216036,144360256514,-750,19100,24852
4,1595384943216513,144361256991,-6788,12837,24813
5,1595384944217761,144362258239,7625,25214,24629
6,1595384945218253,144363258732,1709,21586,24892
7,1595384946219353,144364259831,-294,20095,24892
8,1595384947219909,144365260387,-395,19906,24892
9,1595384948221050,144366261529,-428,19755,24927
10,1595384949221509,144367261987,-7104,12950,24927
11,1595384950222784,144368263262,6404,24327,24919
12,1595384951223228,144369263706,1809,21653,25091
13,1595384952224374,144370264853,-188,20199,25091
14,1595384953224853,144371265331,-1043,19287,25091
15,1595384954226000,144372266478,-48,19970,25091
16,1595384955226468,144373266947,24,20027,24933
17,1595384956227800,144374268278,-7083,12927,24933
18,1595384957228032,144375268510,5909,23794,24889
19,1595384958229158,144376269637,2104,21762,24889
20,1595384959229585,144377270063,1197,21486,24889
21,1595384960230726,144378271204,-1233,19415,25074
22,1595384961231168,144379271647,-1145,19134,25074
23,1595384962232252,144380272730,-447,19488,25074
24,1595384963232699,144381273177,282,20083,25074
25,1595384964233803,144382274281,-778,19108,24960
26,1595384965234289,144383274767,633,20285,24960
27,1595384966235443,144384275921,-191,19651,24933
28,1595384967235923,144385276401,-255,19530,24933
29,1595384968237046,144386277524,-30,19678,24933
30,1595384969237515,144387277993,46,19745,24940
31,1595384970238810,144388279288,-217,19496,24940
32,1595384971239067,144389279550,538,20186,24940
33,1595384972240175,144390280653,681,20490,24940
34,1595384973240611,144391281089,-217,19797,24940
35,1595384974241879,144392282358,-627,19322,24940
36,1595384975242346,144393282824,-193,19567,24940
37,1595384976243490,144394283968,231,19934,24940
38,1595384977243956,144395284434,5,19777,24940
39,1595384978245111,144396285589,-131,19642,24940
40,1595384979245508,144397285986,-63,19671,24910
41,1595384980246333,144398286811,981,20696,24910
42,1595384981246758,144399287237,-864,19145,24910
43,1595384982247809,144400288287,420,20170,24774
44,1595384983248316,144401288795,-451,19425,24774
45,1595384984249413,144402289891,-475,19266,24911
46,1595384985249822,144403290300,323,19921,24875
47,1595384986250921,144404291399,230,19925,24875
48,1595384987251441,144405291919,243,20007,24862
49,1595384988252556,144406293034,403,20240,24847
50,1595384989253054,144407293532,19,19977,24847
51,1595384990254178,144408294656,-372,19592,24847
52,1595384991254634,144409295112,56,19908,24753
53,1595384992255949,144410296428,251,20120,24753
54,1595384993256358,144411296836,-475,19469,24736
55,1595384994257499,144412297977,-357,19445,24736
56,1595384995258036,144413298514,812,20507,24736
57,1595384996258922,144414299400,-437,19501,24824
58,1595384997259365,144415299843,155,19962,24824
59,1595384998260518,144416300996,324,20178,24824
60,1595384999260982,144417301460,210,20161,24812
61,1595385000262039,144418302517,-204,19810,24824
62,1595385001262526,144419303004,-53,19900,24863
63,1595385002263552,144420304030,169,20106,24942
64,1595385003264007,144421304485,-600,19388,24942
65,1595385004265192,144422305670,-988,18820,24942
66,1595385005265590,144423306068,846,20357,24851
67,1595385006266865,144424307343,112,19877,24918
68,1595385007267162,144425307640,-214,19585,24918
69,1595385008268332,144426308810,689,20423,24918
70,1595385009268765,144427309243,-38,19903,24918
71,1595385010269873,144428310351,25,19955,25073
72,1595385011270316,144429310794,-965,18972,25073
73,1595385012271430,144430311908,665,20313,25038
74,1595385013272087,144431312565,-86,19761,24895
75,1595385014273007,144432313485,883,20704,24804
76,1595385015273448,144433313926,-411,19675,24804
77,1595385016274535,144434315014,-1270,18693,24937
78,1595385017275140,144435315618,-93,19489,24886
79,1595385018276162,144436316640,530,20084,24785
80,1595385019277216,144437317694,-121,19592,24785
81,1595385020277974,144438318452,663,20340,24652
82,1595385021278689,144439319167,-188,19688,24652
83,1595385022279564,144440320042,436,20255,24684
84,1595385023280816,144441321295,-985,18965,24684
85,1595385024282016,144442322494,293,19948,24684
86,1595385025283078,144443323556,305,20047,24709
87,1595385026284108,144444324587,-445,19389,24683
88,1595385027285199,144445325677,373,20073,24683
89,1595385028286291,144446326769,-253,19559,24683
90,1595385029286924,144447327402,-49,19687,24756
91,1595385030288039,144448328517,-725,18997,24756
92,1595385031288884,144449329362,1148,20652,24753
93,1595385032289987,144450330465,7,19856,24753
94,1595385033291027,144451331505,-35,19816,24773
95,1595385034292050,144452332528,-224,19616,24773
96,1595385035293132,144453333610,-1050,18723,24978
97,1595385036293700,144454334179,873,20331,24978
98,1595385037294397,144455334875,-193,19527,24978
99,1595385038295376,144456335854,-153,19509,24949
100,1595385039295860,144457336338,584,20200,24949
101,1595385040297088,144458337566,1131,20922,24762
102,1595385041298086,144459338564,-476,19655,24762
103,1595385042299207,144460339685,-699,19289,24762
104,1595385043300231,144461340709,651,20429,24691
105,1595385044301293,144462341771,65,20038,24691
106,1595385045302212,144463342690,-1097,18896,24691
107,1595385046302743,144464343221,-31,19633,24691
108,1595385047303257,144465343735,158,19813,24798
109,1595385048304325,144466344803,-185,19517,24821
110,1595385049304961,144467345439,49,19695,24853
111,1595385050306090,144468346568,1005,20666,24854
112,1595385051307109,144469347588,-1188,18775,24854
113,1595385052308253,144470348731,280,19886,24854
114,1595385053309279,144471349757,200,19890,24841
115,1595385054310376,144472350854,447,20197,24841
116,1595385055311152,144473351631,-130,19754,24841
117,1595385056312300,144474352778,-399,19446,24841
118,1595385057312703,144475353181,206,19932,24838
119,1595385058313857,144476354335,11,19798,24838
120,1595385059314895,144477355373,-119,19672,24765
121,1595385060315674,144478356152,33,19788,24648
122,1595385061316681,144479357159,-108,19657,24685
123,1595385062317789,144480358267,783,20516,24648
124,1595385063318457,144481358935,-214,19753,24648
125,1595385064319310,144482359789,-1098,18805,24648
126,1595385065320121,144483360599,119,19693,24610
127,1595385066321247,144484361725,511,20121,24610
128,1595385067321708,144485362186,-775,18988,24648
129,1595385068322777,144486363255,642,20172,24610
130,1595385069323832,144487364310,267,19990,24610
131,1595385070324995,144488365474,278,20081,24729
132,1595385071325879,144489366357,-1211,18675,24927
133,1595385072327128,144490367606,-281,19242,24927
134,1595385073328084,144491368562,23,19462,24927
135,1595385074329180,144492369658,1472,20918,24927
136,1595385075329652,144493370130,-512,19375,25045
137,1595385076330654,144494371132,872,20606,24829
138,1595385077331803,144495372281,-852,19143,24829
139,1595385078332877,144496373355,103,19843,24829
140,1595385079333902,144497374380,-88,19683,25115
141,1595385080335211,144498375689,-991,18753,25115
142,1595385081336074,144499376552,763,20210,25115
143,1595385082337161,144500377639,-370,19306,25111
144,1595385083337632,144501378110,705,20270,25111
145,1595385084338689,144502379168,-696,19080,25146
146,1595385085339773,144503380251,-136,19432,25111
147,1595385086340780,144504381258,505,20032,25111
148,1595385087341884,144505382362,232,19910,25111
149,1595385088343047,144506383525,-230,19518,25111
150,1595385089343955,144507384434,227,19906,25097
151,1595385090345204,144508385683,641,20388,25023
152,1595385091345723,144509386201,-599,19340,25097
153,1595385092346808,144510387286,587,20347,25097
154,1595385093348077,144511388555,-453,19483,25024
155,1595385094349226,144512389705,156,19956,24962
156,1595385095349714,144513390193,-124,19723,24924
157,1595385096350262,144514390740,273,20082,24860
158,1595385097350729,144515391207,-806,19085,24860
159,1595385098351834,144516392313,53,19702,24754
160,1595385099352308,144517392787,349,20014,24733
161,1595385100353452,144518393930,-63,19707,24767
162,1595385101353927,144519394405,-531,19220,24754
163,1595385102355262,144520395740,262,19854,24768
164,1595385103355803,144521396281,-343,19327,24768
165,1595385104356869,144522397349,371,19939,24768
166,1595385105357829,144523398307,31,19710,24902
167,1595385106358349,144524398827,758,20446,24850
168,1595385107359191,144525399668,-582,19334,24902
169,1595385108360454,144526400932,201,19942,24850
170,1595385109361690,144527402168,-386,19415,24836
171,1595385110362856,144528403334,237,19922,24836
172,1595385111363894,144529404372,707,20464,24836
173,1595385112364844,144530405322,-557,19412,24836
174,1595385113365931,144531406409,-149,19653,24836
175,1595385114366996,144532407474,-209,19548,24774
176,1595385115367960,144533408438,353,20047,24871
177,1595385116369318,144534409796,-990,18810,24871
178,1595385117370055,144535410533,550,20053,24774
179,1595385118371323,144536411801,-88,19580,24886
180,1595385119372329,144537412807,-487,19155,24886
181,1595385120373531,144538414009,-465,19031,24921
182,1595385121374593,144539415072,411,19767,24886
183,1595385122375662,144540416140,470,19949,24861
184,1595385123376857,144541417335,-6000,13620,24861
185,1595385124377554,144542418032,7239,25059,24755
186,1595385125378825,144543419303,1177,21169,24775
187,1595385126379880,144544420358,335,20680,24775
188,1595385127380611,144545421089,-1775,18671,24775
189,1595385128381577,144546422056,-539,19374,24620
190,1595385129382800,144547423278,-71,19680,24620
191,1595385130383905,144548424384,-104,19626,24759
192,1595385131384798,144549425277,134,19833,24854
193,1595385132385445,144550425923,-946,18793,25126
194,1595385133386496,144551426976,39,19494,25126
195,1595385134387610,144552428088,218,19685,25049
196,1595385135388912,144553429390,-56,19476,24907
197,1595385136389919,144554430397,851,20367,24811
198,1595385137391052,144555431531,181,19952,24845
199,1595385138392055,144556432533,42,19867,24833
200,1595385139392845,144557433323,472,20310,24833
201,1595385140393331,144558433809,-894,19085,24833
202,1595385141394509,144559434988,-76,19635,24792
203,1595385142395492,144560435970,262,19950,24826
204,1595385143396446,144561436925,-928,18839,24826
205,1595385144397619,144562438097,291,19780,24826
206,1595385145398758,144563439237,791,20367,24826
207,1595385146399726,144564440204,-900,18913,24949
208,1595385147400917,144565441396,9,19552,24893
209,1595385148402208,144566442686,208,19754,24893
210,1595385149403424,144567443902,616,20224,24876
211,1595385150404474,144568444952,-840,18953,24970
212,1595385151405437,144569445915,327,19868,24824
213,1595385152406593,144570447071,120,19759,24824
214,1595385153407621,144571448100,243,19918,24824
215,1595385154408668,144572449146,91,19839,24952
216,1595385155409901,144573450379,-145,19630,24952
217,1595385156411001,144574451479,-773,18959,24952
218,1595385157412007,144575452485,368,19868,24573
219,1595385158413248,144576453726,523,20133,24573
220,1595385159414293,144577454772,-492,19275,24726
221,1595385160414790,144578455269,252,19872,24759
222,1595385161415916,144579456394,121,19816,24759
223,1595385162416518,144580456996,80,19812,24710
224,1595385163417587,144581458065,-387,19369,24710
225,1595385164418582,144582459060,864,20504,24710
226,1595385165419803,144583460281,457,20356,24710
227,1595385166420206,144584460684,-1072,18964,24710
228,1595385167421229,144585461707,-183,19531,24575
229,1595385168422336,144586462815,-403,19256,24575
230,1595385169423425,144587463903,-25,19513,24575
231,1595385170424680,144588465158,1169,20700,24642
232,1595385171425182,144589465661,-512,19370,24688
233,1595385172426469,144590466948,386,20114,24688
234,1595385173427337,144591467815,-962,18882,24719
235,1595385174428419,144592468897,-261,19294,24719
236,1595385175429539,144593470017,44,19521,24735
237,1595385176430540,144594471019,359,19849,24688
238,1595385177431649,144595472127,190,19788,24688
239,1595385178432691,144596473170,189,19844,24687
240,1595385179433948,144597474426,464,20176,24735
241,1595385180435040,144598475518,-473,19378,24735
242,1595385181436106,144599476584,93,19802,24735
243,1595385182437126,144600477605,264,20001,24838
244,1595385183438181,144601478659,-419,19397,24942
245,1595385184439540,144602480018,-159,19531,24887
246,1595385185440539,144603481017,-246,19397,24887
247,1595385186441693,144604482171,1030,20599,24887
248,1595385187442581,144605483060,-1245,18633,24942
249,1595385188443735,144606484214,272,19776,24926
250,1595385189444465,144607484943,-291,19295,24988
251,1595385190445562,144608486040,264,19763,24933
252,1595385191446618,144609487096,-349,19229,24933
253,1595385192448021,144610488500,419,19892,24839
254,1595385193448993,144611489471,1028,20627,24839
255,1595385194450051,144612490529,-296,19611,24839
256,1595385195450904,144613491382,-1132,18686,24907
257,1595385196451906,144614492385,132,19611,24838
258,1595385197453022,144615493500,429,19947,24838
259,1595385198454079,144616494557,-807,18840,24986
260,1595385199455161,144617495639,1166,20571,24696
261,1595385200456267,144618496745,-582,19173,24835
262,1595385201457331,144619497809,488,20068,24835
